parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000001010,1,0,52,0
000100101,1,0,300,54
000000011,1,0,284,51
000110100,1,0,71,4
000000101,3,0,290,52
000001001,2,0,289,51
000010100,3,0,64,2
000100100,1,0,46,3
000001000,10,0,23,0
000001101,2,0,308,52
000001111,1,0,325,52
000111100,2,0,83,4
000011100,3,0,77,2
000110000,1,0,49,3
000100110,1,0,64,3
000101110,1,0,79,3
000010000,16,1,24,0
000000001,247,51,18,0
000001100,3,0,55,1
000000000,9652,196,0,0
000010010,1,0,59,1
000000010,14,0,10,0
000011010,1,0,77,1
000011000,3,0,58,1
000111000,2,0,67,3
000010001,4,0,294,52
000000100,13,1,25,0
001000000,1,0,0,0
000010111,2,0,331,53
000100010,1,0,37,2
000101101,1,0,315,54
000100000,4,2,13,0
000111001,1,0,319,54
