parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000100111,0,1,516,107
000000111,1,0,497,107
000001001,3,0,469,98
000010001,6,0,484,100
000010101,1,0,513,102
000100100,3,0,71,7
000000011,6,2,449,100
000000010,21,7,16,3
000010100,8,2,94,6
000110101,2,0,523,103
000010010,3,0,101,15
000010110,1,0,128,17
000000110,1,0,85,15
000110100,6,0,111,9
000000001,399,92,27,3
000001100,1,0,92,8
000000000,9426,377,0,0
000010000,26,2,49,3
000100001,4,0,454,97
000100000,8,1,31,2
000011100,3,0,132,10
000110000,7,0,89,7
000001000,27,2,24,1
000101100,2,0,110,9
000111100,3,1,144,10
000100101,1,0,488,101
000011011,1,0,544,109
000011010,3,0,137,17
000011000,4,0,107,7
000101000,3,0,79,5
000000101,1,0,470,100
000011101,1,0,543,104
000000100,17,2,35,4
001000000,1,0,0,0
