parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010001,1,0,198,0
001000100,1,0,31,0
000011000,1,0,50,0
000011110,1,0,73,0
000000000,9764,0,0,0
000111000,1,0,54,0
000011010,2,0,56,0
000000010,7,0,6,0
000001100,1,0,52,0
000000001,162,0,7,0
000110100,4,0,46,0
000000100,9,0,23,0
000110000,1,0,35,0
000011100,1,0,66,0
000001010,3,0,31,0
000111100,2,0,65,0
000001000,12,0,15,0
000001101,1,0,215,0
000001001,2,0,191,0
000000101,2,0,195,0
000100100,4,0,30,0
000010100,5,0,45,0
000010000,12,0,20,0
000110101,1,0,213,0
