update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,191775,0,0,0,0
200,166390,0,0,0,0
300,166285,0,0,0,0
400,165910,0,0,0,0
500,166255,0,0,0,0
600,140940,0,0,0,0
700,130730,0,0,0,0
800,130605,0,0,0,0
900,129975,0,0,0,0
1000,130535,0,0,0,0
1100,116935,0,0,0,0
1200,102315,0,0,0,0
1300,102050,0,0,0,0
1400,102710,0,0,0,0
1500,102400,0,0,0,0
1600,96905,0,0,0,0
1700,81105,0,0,0,0
1800,80795,0,0,0,0
1900,80450,0,0,0,0
2000,80960,0,0,0,0
2100,81075,0,0,0,0
2200,65405,0,0,0,0
2300,65445,0,0,0,0
2400,66145,0,0,0,0
2500,65895,0,0,0,0
2600,65210,0,0,0,0
2700,55385,0,0,0,0
2800,52610,0,0,0,0
2900,52390,0,0,0,0
3000,52545,0,0,0,0
3100,52945,0,0,0,0
3200,47760,0,0,0,0
3300,43125,0,0,0,0
3400,43755,0,0,0,0
3500,43590,0,0,0,0
3600,43830,0,0,0,0
3700,41675,0,0,0,0
3800,35585,0,0,0,0
3900,36745,0,0,0,0
4000,36925,0,0,0,0
4100,37025,0,0,0,0
4200,36385,0,0,0,0
4300,30290,0,0,0,0
4400,30840,0,0,0,0
4500,31415,0,0,0,0
4600,32365,0,0,0,0
4700,31830,0,0,0,0
4800,27605,0,0,0,0
4900,27465,0,0,0,0
5000,28480,0,0,0,0
5100,29180,0,0,0,0
5200,28940,0,0,0,0
5300,26010,0,0,0,0
5400,24340,0,0,0,0
5500,25015,0,0,0,0
5600,25040,0,0,0,0
5700,25070,0,0,0,0
5800,23800,0,0,0,0
5900,21715,0,0,0,0
6000,22765,0,0,0,0
6100,23265,0,0,0,0
6200,23360,0,0,0,0
6300,22875,0,0,0,0
6400,19250,0,0,0,0
6500,20445,0,0,0,0
6600,21330,0,0,0,0
6700,23440,0,0,0,0
6800,27345,0,0,0,0
6900,34080,0,0,0,0
7000,44210,0,0,0,0
7100,51510,0,0,0,0
7200,56115,0,0,0,0
7300,64380,0,0,0,0
7400,61825,0,0,0,0
7500,65515,0,0,0,0
7600,71250,0,0,0,0
7700,69110,0,0,0,0
7800,67640,0,0,0,0
7900,66455,0,0,0,0
8000,71485,0,0,0,0
8100,81950,0,0,0,0
8200,85010,0,0,0,0
8300,91665,0,0,0,0
8400,96400,0,0,0,0
8500,95700,0,0,0,0
8600,102045,0,0,0,0
8700,101280,0,0,0,0
8800,100690,0,0,0,0
8900,104095,0,0,0,0
9000,91845,0,0,0,0
9100,99495,0,0,0,0
9200,104375,0,0,0,0
9300,107260,0,0,0,0
9400,108005,0,0,0,0
9500,103545,0,0,0,0
9600,99570,0,0,0,0
9700,105765,0,0,0,0
9800,107425,0,0,0,0
9900,108870,0,0,0,0
10000,112875,0,0,0,0
10100,111245,0,0,0,0
10200,112265,0,0,0,0
10300,112870,0,0,0,0
10400,110325,0,0,0,0
10500,107130,0,0,0,0
10600,105330,0,0,0,0
10700,111670,0,0,0,0
10800,107945,0,0,0,0
10900,114160,0,0,0,0
11000,112065,0,0,0,0
11100,114240,0,0,0,0
11200,112170,0,0,0,0
11300,105975,0,0,0,0
11400,110540,0,0,0,0
11500,103520,0,0,0,0
11600,94200,0,0,0,0
11700,98310,0,0,0,0
11800,98040,0,0,0,0
11900,109660,0,0,0,0
12000,103550,0,0,0,0
12100,106380,0,0,0,0
12200,102025,0,0,0,0
12300,108380,0,0,0,0
12400,103075,0,0,0,0
12500,96930,0,0,0,0
12600,101160,0,0,0,0
12700,98675,0,0,0,0
12800,103510,0,0,0,0
12900,96200,0,0,0,0
13000,99595,0,0,0,0
13100,95875,0,0,0,0
13200,98385,0,0,0,0
13300,100990,0,0,0,0
13400,91815,0,0,0,0
13500,82975,0,0,0,0
13600,89235,0,0,0,0
13700,92915,0,0,0,0
13800,88860,0,0,0,0
13900,81240,0,0,0,0
14000,77145,0,0,0,0
14100,77445,0,0,0,0
14200,74900,0,0,0,0
14300,74690,0,0,0,0
14400,73615,0,0,0,0
14500,77605,0,0,0,0
14600,75645,0,0,0,0
14700,74965,0,0,0,0
14800,72255,0,0,0,0
14900,74550,0,0,0,0
15000,77365,0,0,0,0
15100,76375,0,0,0,0
15200,73995,0,0,0,0
15300,75080,0,0,0,0
15400,81170,0,0,0,0
15500,75215,0,0,0,0
