parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010010,2,0,50,0
000010001,1,0,251,0
000011010,1,0,74,0
000111000,1,0,78,0
000011001,1,0,273,0
000001011,1,0,261,0
000000000,9687,0,0,0
000111101,1,0,301,0
000011000,3,0,60,0
000100100,4,0,56,0
000010100,11,0,52,0
000110001,1,0,265,0
000010000,7,0,31,0
000001010,1,0,49,0
000100001,2,0,238,0
000100000,10,0,16,0
000011100,2,0,81,0
000000001,206,0,12,0
000001100,4,0,68,0
000110100,5,0,70,0
000000100,14,0,32,0
000000011,1,0,232,0
000000010,11,0,6,0
000111100,2,0,93,0
000001000,17,0,19,0
000001001,1,0,248,0
000001101,1,0,282,0
000000101,2,0,258,0
