update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9998,38362,0,2,2,2,0,0,2,3,0,2,0,0,0,0,0,0
200,9995,33261,0,10,3,5,0,3,1,4,1,4,0,0,0,0,0,0
300,9995,33205,0,7,0,5,0,4,4,8,1,3,0,0,0,0,0,0
400,9995,33192,0,5,1,6,0,1,2,4,2,2,0,0,0,0,0,0
500,9991,33141,0,10,1,5,1,0,6,6,1,7,0,0,0,0,0,0
600,9992,27952,0,5,1,6,1,2,4,9,2,2,0,0,0,0,0,0
700,9994,25962,1,3,2,6,1,0,0,4,2,3,0,0,0,0,0,0
800,9991,25924,0,0,3,8,2,1,2,6,2,1,0,0,0,0,0,0
900,9991,25949,2,11,2,6,0,4,2,4,3,5,0,0,0,0,0,0
1000,9993,25892,0,5,2,8,4,3,1,9,0,3,0,0,0,0,0,0
1100,9996,23120,1,2,1,4,1,0,1,7,0,3,0,0,0,0,0,0
1200,9987,20283,7,6,4,4,1,1,1,4,0,0,0,0,0,0,0,0
1300,9985,20415,4,4,1,5,2,2,5,3,2,1,1,0,0,0,0,0
1400,9988,20319,4,7,3,0,1,2,3,7,1,2,0,0,0,0,0,0
1500,9991,20409,4,11,2,4,0,2,3,2,0,2,0,0,0,0,0,0
1600,9989,19302,4,9,3,2,1,4,2,6,1,1,0,0,0,0,0,0
1700,9983,16267,4,9,5,5,3,1,4,3,1,0,0,0,0,0,0,0
1800,9986,16214,5,4,4,3,2,2,3,4,0,1,0,0,0,0,0,0
1900,9988,16088,4,13,4,1,1,1,2,2,1,1,0,0,0,0,0,0
2000,9990,16149,4,8,3,4,0,2,2,4,1,2,0,0,0,0,0,0
2100,9990,16084,4,4,3,1,0,0,2,6,0,0,1,0,0,0,0,0
2200,9987,12878,4,6,2,1,1,2,4,4,2,0,0,0,0,0,0,0
2300,9989,12787,10,3,0,3,0,0,1,2,0,1,0,0,0,0,0,0
2400,9986,12908,7,3,0,3,3,2,3,1,1,0,0,0,0,0,0,0
2500,9978,12938,4,11,2,1,8,3,4,6,4,0,0,0,0,0,0,0
2600,9986,12900,5,5,2,2,2,0,4,3,1,2,0,0,0,0,0,0
2700,9978,11065,15,6,2,0,1,2,3,0,1,0,0,0,0,0,0,0
2800,9979,10517,13,8,1,5,1,2,6,3,0,3,0,0,0,0,0,0
2900,9980,10439,14,8,2,1,2,1,1,2,1,2,0,0,0,0,0,0
3000,9975,10324,14,6,2,0,4,2,3,2,2,1,0,0,0,0,0,0
3100,9982,10452,13,6,2,2,1,0,2,2,0,1,0,0,0,0,0,0
3200,9970,9444,18,3,3,1,0,5,7,0,2,1,0,0,0,0,0,0
3300,9974,8677,17,3,3,1,1,1,4,3,1,1,0,0,0,0,0,0
3400,9972,8689,18,13,3,0,2,2,4,1,1,1,0,0,0,0,0,0
3500,9975,8605,18,16,0,2,3,0,3,1,1,2,0,0,0,0,0,0
3600,9973,8622,18,9,3,3,2,1,2,2,2,0,0,0,0,0,0,0
3700,9979,8275,19,3,0,3,0,1,2,2,0,1,0,0,0,0,0,0
3800,9970,7304,22,5,2,2,3,3,2,1,0,0,1,0,0,0,0,0
3900,9968,7318,25,5,2,1,3,1,2,0,0,1,0,0,0,0,0,0
4000,9965,7258,23,7,1,4,5,3,5,2,1,0,0,0,0,0,0,0
4100,9966,7331,24,11,0,4,3,3,4,1,3,0,0,0,0,0,0,0
4200,9966,7348,25,10,4,0,2,3,3,2,0,1,0,0,0,0,0,0
4300,9973,6101,17,12,2,1,2,1,5,3,0,0,1,0,0,0,0,0
4400,9972,6204,18,24,2,0,4,0,4,2,0,0,0,0,0,0,0,0
4500,9965,6287,18,15,2,1,3,1,10,5,2,1,0,0,0,0,0,0
4600,9978,6529,17,24,2,0,0,1,3,2,0,0,0,0,0,0,0,0
