parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010010,1,0,133,0
000011010,3,0,176,0
000010101,1,0,572,0
000111010,1,0,202,0
000001100,4,0,128,0
000000001,428,0,40,0
000110100,8,0,149,0
000101100,1,0,157,0
000111100,3,0,191,0
000001000,31,0,38,0
000000111,1,0,569,0
000110001,3,0,565,0
000100100,4,0,105,0
001000000,1,0,0,0
000000100,21,0,56,0
000011100,4,0,170,0
000100000,15,0,37,0
000110000,3,0,120,0
000010000,28,0,65,0
000100001,5,0,503,0
000001010,3,0,107,0
000001001,3,0,527,0
000000101,7,0,523,0
000011000,7,0,134,0
000101000,5,0,105,0
000001101,1,0,579,0
000000000,9340,0,0,0
000000010,32,0,16,0
000000011,5,0,503,0
000010111,1,0,607,0
000010001,7,0,536,0
000111101,1,0,626,0
000011001,2,0,585,0
000110111,1,0,627,0
000010100,17,0,115,0
000110101,2,0,591,0
