parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000110101,1,0,240,0
000011110,1,0,85,0
000000101,2,0,202,0
000010010,1,0,59,0
000011000,4,0,58,0
000010001,1,0,222,0
000010101,1,0,234,0
000000000,9737,0,0,0
000000100,12,0,18,0
000000011,1,0,194,0
000000010,9,0,9,0
000110100,3,0,66,0
000000001,171,0,7,0
000111110,1,0,91,0
000111000,1,0,67,0
000011010,3,0,69,0
000111100,3,0,79,0
000001000,12,0,18,0
000111010,1,0,77,0
000110001,1,0,228,0
000010000,18,0,31,0
000010100,3,0,60,0
000110000,3,0,52,0
000100000,6,0,14,0
000011100,3,0,73,0
000001010,1,0,40,0
