update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9997,38344,0,1,0,1,0,1,4,4,1,5,0,0,0,0,0,0
200,9997,33270,0,6,1,5,1,3,1,6,0,2,0,0,0,0,0,0
300,9989,33223,0,3,4,6,3,5,3,4,1,2,0,0,0,0,0,0
400,9994,33258,0,3,2,5,3,3,0,4,1,3,0,0,0,0,0,0
500,9992,33198,0,3,3,5,1,5,2,3,2,3,0,0,0,0,0,0
600,9992,27852,0,2,3,3,2,4,3,4,0,2,0,0,0,0,0,0
700,9986,25806,2,1,4,4,1,5,5,5,2,0,0,0,0,0,0,0
800,9995,25857,0,6,1,3,0,5,2,6,2,0,0,0,0,0,0,0
900,9992,25857,0,8,2,5,2,6,3,3,1,2,0,0,0,0,0,0
1000,9995,25833,0,4,2,6,1,1,1,5,1,0,0,0,0,0,0,0
1100,9990,23259,0,1,2,8,3,0,3,4,2,3,0,0,0,0,0,0
1200,9989,20430,0,10,1,1,3,2,5,1,2,4,0,0,0,0,0,0
1300,9995,20446,2,8,0,3,2,2,1,5,0,0,0,0,0,0,0,0
1400,9992,20154,0,10,3,4,2,0,1,5,2,2,0,0,0,0,0,0
1500,9991,20320,3,4,3,6,1,1,2,5,0,1,0,0,0,0,0,0
1600,9992,19333,0,9,2,4,3,0,1,1,2,1,0,0,0,0,0,0
1700,9992,16319,0,3,1,6,3,2,2,5,2,3,0,0,0,0,0,0
1800,9992,16147,1,6,3,3,1,7,3,0,0,3,0,0,0,0,0,0
1900,9992,16272,1,5,1,6,3,1,2,1,1,0,0,0,0,0,0,0
2000,9990,16154,0,6,2,6,4,1,3,3,1,1,0,0,0,0,0,0
2100,9991,16100,1,8,0,1,1,1,7,0,0,0,0,0,0,0,0,0
2200,9986,13017,9,2,2,1,0,2,3,2,0,1,0,0,0,0,0,0
2300,9979,12937,11,7,3,0,2,5,4,4,1,0,0,0,0,0,0,0
2400,9977,12875,11,10,2,3,1,2,5,1,4,2,0,0,0,0,0,0
2500,9978,12928,8,3,4,0,3,0,3,2,4,0,0,0,0,0,0,0
2600,9981,13081,10,9,2,2,2,1,3,7,2,1,0,0,0,0,0,0
2700,9989,11027,5,10,1,2,1,1,3,2,1,0,0,0,0,0,0,0
2800,9988,10417,6,10,1,2,3,4,2,2,0,1,0,0,0,0,0,0
