parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010001,2,0,294,0
000101101,1,0,316,0
000011000,4,0,55,0
000001000,13,0,18,0
000000101,1,0,288,0
000001001,7,0,279,0
000000000,9663,0,0,0
000100001,1,0,276,0
000100011,1,0,287,0
000011100,1,0,71,0
000001010,1,0,45,0
000110000,1,0,47,0
000100000,7,0,10,0
000100100,3,0,36,0
000010100,9,0,42,0
000000010,6,0,11,0
000000011,5,0,269,0
000011010,1,0,70,0
000111000,1,0,70,0
000010000,11,0,24,0
000000100,9,0,19,0
000001100,2,0,53,0
000000001,245,0,18,0
000110100,2,0,58,0
000010010,3,0,45,0
