parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000001100,1,0,99,0
000001011,1,0,402,0
000010001,7,0,390,0
000010101,2,0,427,0
000001000,25,0,29,0
000001010,2,0,76,0
000011100,7,0,130,0
000110000,1,0,90,0
000100000,12,0,14,0
000010111,1,0,446,0
000000100,24,0,38,0
000000010,16,0,14,0
000000011,4,0,358,0
000010000,28,0,43,0
000000111,1,0,414,0
000010100,12,0,93,0
000100100,4,0,73,0
000011000,3,0,103,0
000011101,1,0,455,0
000011001,1,0,426,0
000111101,1,0,467,0
000111100,3,0,146,0
000101100,2,0,111,0
000000001,315,0,24,0
000000000,9516,0,0,0
000000110,1,0,87,0
000010010,1,0,95,0
000011010,2,0,126,0
000111110,1,0,168,0
000101001,2,0,400,0
000001001,2,0,383,0
000000101,1,0,393,0
