parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000011000,1,0,44,0
000111000,1,0,52,0
000011010,1,0,54,0
000010010,4,0,36,0
000010000,9,0,20,0
000010100,3,0,42,0
000100100,3,0,35,0
000000000,9769,138,0,0
000101000,4,0,31,0
000001001,4,0,179,24
000000101,1,0,187,24
000001010,1,0,37,0
000100000,4,0,13,0
000110000,1,0,40,0
000100001,1,0,178,24
000011100,4,0,57,0
000000100,12,0,15,0
000000001,155,24,8,0
000110100,2,0,52,0
000000010,10,0,6,0
000010001,1,0,189,24
000010101,1,0,204,24
000001000,7,0,17,0
000111100,1,0,65,0
