parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000000010,0,1,0,0
000000100,1,1,19,47
000010101,0,1,2511,8058
000010000,2,0,11,59
000101001,0,1,2509,8057
000001101,1,1,2508,8058
000010001,11,58,2499,8000
000000101,18,45,2491,8014
000100001,3,20,2506,8038
000000001,2469,7904,39,154
000100000,1,0,3,21
000001001,6,28,2502,8030
000000000,7488,123,0,0
