update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,200070,0,0,0,0
200,200090,0,0,0,0
300,200125,0,0,0,0
400,200135,0,0,0,0
500,200125,0,0,0,0
600,170500,0,0,0,0
700,161590,0,0,0,0
800,161595,0,0,0,0
900,161565,0,0,0,0
1000,161530,0,0,0,0
