update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9995,40000,0,0,4,4,0,0,3,2,0,0,0,0,0,0,0,0
200,9993,40000,0,0,1,11,1,3,3,17,2,7,0,0,0,0,0,0
300,9994,40000,0,0,1,6,0,6,5,8,0,2,0,0,0,0,0,0
400,9994,40000,0,0,3,6,0,6,2,6,1,7,0,0,0,0,0,0
500,9986,40000,0,0,4,7,2,1,5,10,3,8,0,0,0,0,0,0
600,9985,34060,0,0,6,3,1,4,5,3,3,3,0,0,0,0,0,0
700,9987,32278,0,0,1,4,7,3,5,5,0,5,0,0,0,0,0,0
800,9988,32286,3,0,2,8,4,4,2,5,1,3,0,0,0,0,0,0
900,9985,32280,1,0,2,6,3,2,6,7,3,3,0,0,0,0,0,0
1000,9989,32276,0,0,1,6,4,2,5,5,1,5,0,0,0,0,0,0
