update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9998,40000,0,0,2,7,0,2,2,7,0,3,0,0,0,0,0,0
200,9995,40000,0,0,4,12,0,2,1,4,0,6,0,0,0,0,0,0
300,9993,40000,0,0,4,6,0,3,2,13,1,4,0,0,0,0,0,0
400,9993,40000,0,0,2,8,1,3,2,4,2,6,0,0,0,0,0,0
500,9998,40000,0,0,0,5,1,7,1,8,0,6,0,0,0,0,0,0
600,9995,34074,0,0,3,4,0,6,2,14,0,6,0,0,0,0,0,0
700,9996,32260,0,0,1,6,1,1,2,5,0,1,0,0,0,0,0,0
800,9996,32257,0,0,1,3,1,3,1,7,1,2,0,0,0,0,0,0
900,9994,32256,0,0,0,8,1,1,3,8,2,3,0,0,0,0,0,0
1000,9995,32259,0,0,1,7,1,4,2,4,1,0,0,0,0,0,0,0
