update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10015,0,0,0
200,20027,0,0,0
300,20022,0,0,0
400,20023,0,0,0
500,20021,0,0,0
600,16280,181,0,0
700,16144,12,0,0
800,16158,1,0,0
900,16161,0,0,0
1000,16155,0,0,0
