parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010101,0,1,2514,8064
000001101,0,1,2513,8064
000010000,1,0,16,59
000000101,18,48,2495,8017
000010001,16,58,2498,8007
000001001,9,27,2504,8038
000000000,7486,120,0,0
000100001,6,29,2507,8036
000000001,2464,7901,49,164
