update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,10001,40000,0,0,1,3,0,4,0,6,0,2,0,0,0,0,0,0
200,9994,40000,0,0,1,4,1,9,2,3,2,1,0,0,0,0,0,0
300,9995,40000,0,0,2,4,2,1,1,5,0,2,0,0,0,0,0,0
400,9996,40000,0,0,2,4,1,7,1,7,0,5,0,0,0,0,0,0
500,9993,40000,0,0,3,9,0,7,2,10,2,6,0,0,0,0,0,0
600,9995,34067,0,0,1,3,2,1,2,4,0,4,0,0,0,0,0,0
700,9987,32273,0,0,4,8,3,5,4,7,2,5,0,0,0,0,0,0
800,9993,32273,0,0,0,6,0,3,6,8,1,4,0,0,0,0,0,0
900,9990,32274,0,0,2,6,1,6,6,5,1,6,0,0,0,0,0,0
1000,9997,32271,0,0,1,7,1,1,1,6,0,3,0,0,0,0,0,0
