update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,10000,40000,0,0,0,9,0,0,1,5,1,2,0,0,0,0,0,0
200,9995,40000,0,0,2,4,1,3,0,6,2,1,0,0,0,0,0,0
300,9990,40000,0,0,6,13,1,3,2,7,1,4,0,0,0,0,0,0
400,9996,40000,0,0,1,2,1,1,1,1,1,4,0,0,0,0,0,0
500,9991,40000,0,0,3,8,0,3,3,7,3,7,0,0,0,0,0,0
600,9995,33999,0,0,1,5,0,3,3,3,1,5,0,0,0,0,0,0
700,9994,32164,0,0,3,10,1,2,1,5,1,6,0,0,0,0,0,0
800,9995,32164,1,0,3,2,1,4,0,8,0,2,0,0,0,0,0,0
900,9995,32161,0,1,1,9,1,2,2,6,1,4,0,0,0,0,0,0
1000,9991,32161,1,0,3,12,1,1,1,3,3,3,0,0,0,0,0,0
