update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9999,40000,0,0,1,5,0,1,2,3,0,3,0,0,0,0,0,0
200,9992,40000,0,0,6,7,0,2,2,10,0,6,0,0,0,0,0,0
300,9994,40000,0,0,1,10,1,5,4,14,0,4,0,0,0,0,0,0
400,9998,40000,0,0,1,9,1,7,0,7,0,7,0,0,0,0,0,0
500,9997,40000,0,0,1,10,1,1,0,11,1,1,0,0,0,0,0,0
600,9992,34012,0,0,3,4,2,7,2,4,1,2,0,0,0,0,0,0
700,9994,32177,0,0,1,3,2,5,3,3,0,3,0,0,0,0,0,0
800,9995,32185,1,0,1,6,2,0,1,13,0,5,0,0,0,0,0,0
900,9993,32181,2,0,0,6,2,4,2,9,1,4,0,0,0,0,0,0
1000,9997,32184,0,0,1,3,1,4,1,8,0,1,0,0,0,0,0,0
