update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9999,40000,0,0,2,4,0,0,1,3,0,2,0,0,0,0,0,0
200,9993,40000,0,0,4,10,0,6,2,7,1,5,0,0,0,0,0,0
300,10000,40000,0,0,0,6,0,3,0,10,0,3,0,0,0,0,0,0
400,9998,40000,0,0,1,5,0,1,1,7,0,3,0,0,0,0,0,0
500,9997,39999,0,0,2,6,0,2,1,9,0,5,0,0,0,0,0,0
600,9994,34061,0,0,4,5,1,3,0,7,1,6,0,0,0,0,0,0
700,9992,32263,0,0,2,6,2,5,2,11,2,3,0,0,0,0,0,0
800,9993,32262,0,0,0,4,2,2,4,4,1,1,0,0,0,0,0,0
900,9991,32261,0,0,3,8,1,3,4,5,1,2,0,0,0,0,0,0
1000,9990,32263,0,0,3,5,3,4,4,5,0,1,0,0,0,0,0,0
