update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,200055,0,0,0,0
200,200115,0,0,0,0
300,200165,0,0,0,0
400,200095,0,0,0,0
500,200130,0,0,0,0
600,170315,0,0,0,0
700,161505,0,0,0,0
800,161500,0,0,0,0
900,161505,0,0,0,0
1000,161470,0,0,0,0
