update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9998,40000,0,0,1,8,0,2,1,7,2,2,0,0,0,0,0,0
200,9997,40000,0,0,0,6,3,2,0,8,0,2,0,0,0,0,0,0
300,9991,40000,0,0,1,7,2,5,2,8,4,4,0,0,0,0,0,0
400,9991,40000,0,0,3,9,2,3,2,6,2,2,0,0,0,0,0,0
500,9991,40000,0,0,4,9,2,4,3,7,0,7,0,0,0,0,0,0
600,9990,34098,0,0,2,6,2,4,4,8,2,3,0,0,0,0,0,0
700,9996,32325,0,0,1,8,1,6,2,3,0,3,0,0,0,0,0,0
800,9989,32322,0,0,5,8,1,6,4,5,1,2,0,0,0,0,0,0
900,9993,32320,2,0,1,9,2,4,1,4,1,3,0,0,0,0,0,0
1000,9991,32316,0,0,4,2,2,0,2,6,1,5,0,0,0,0,0,0
