update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9999,40000,0,0,0,4,1,2,1,4,1,2,0,0,0,0,0,0
200,9993,40000,0,0,3,5,0,6,3,8,1,5,0,0,0,0,0,0
300,9997,40000,0,0,1,10,0,2,1,3,1,2,0,0,0,0,0,0
400,9992,40000,0,0,2,6,1,3,5,12,0,5,0,0,0,0,0,0
500,9992,40000,0,0,4,9,1,4,3,11,0,4,0,0,0,0,0,0
600,9991,34133,0,0,3,5,1,2,4,5,1,4,0,0,0,0,0,0
700,9994,32397,0,2,1,5,2,3,3,4,0,2,0,0,0,0,0,0
800,9995,32400,0,0,2,6,0,3,2,12,1,3,0,0,0,0,0,0
900,9990,32396,1,0,3,9,1,3,4,5,1,6,0,0,0,0,0,0
1000,9991,32396,1,0,1,2,2,7,3,4,2,5,0,0,0,0,0,0
