update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10006,0,0,0
200,20038,0,0,0
300,20022,0,0,0
400,20025,0,0,0
500,20026,0,0,0
600,16253,176,0,0
700,16120,11,0,0
800,16134,0,0,0
900,16129,0,0,0
1000,16128,0,0,0
