parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000000010,2,0,0,0
000010000,1,0,16,0
000000101,18,0,2484,0
000010001,15,0,2489,0
000001001,13,0,2490,0
000000000,7494,0,0,0
000011000,1,0,29,0
000100001,4,0,2498,0
000000001,2452,0,50,0
