parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000001101,0,1,2505,8097
000100101,0,1,2506,8097
000110001,0,1,2505,8097
000000100,1,0,15,71
000011001,0,1,2504,8097
000000010,1,0,0,0
000010001,17,61,2487,8037
000000101,15,69,2490,8029
000100001,9,34,2496,8064
000000001,2457,7891,47,207
000100000,1,0,9,36
000001001,6,39,2498,8059
000000000,7493,143,0,0
