parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000001101,0,1,2493,8068
000110001,0,1,2489,8067
000000100,2,0,16,75
000000010,1,0,0,0
000001000,2,1,8,26
000010001,16,65,2473,8003
000000101,16,74,2475,7994
000001001,8,25,2483,8044
000000000,7506,123,0,0
000100001,7,27,2482,8041
000000001,2442,7875,47,193
