update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9998,40000,0,0,0,9,2,1,2,2,0,2,0,0,0,0,0,0
200,9994,40000,0,0,3,7,0,3,3,5,0,3,0,0,0,0,0,0
300,9997,40000,0,0,1,9,1,5,1,7,0,4,0,0,0,0,0,0
400,9993,40000,0,0,5,9,1,5,1,7,0,6,0,0,0,0,0,0
500,9994,40000,0,0,1,12,0,2,4,5,1,6,0,0,0,0,0,0
600,9996,34077,0,0,2,5,1,3,1,10,0,5,0,0,0,0,0,0
700,9994,32293,0,0,3,7,0,5,0,11,3,2,0,0,0,0,0,0
800,9999,32293,0,0,0,9,1,5,0,6,0,6,0,0,0,0,0,0
900,9995,32292,0,0,2,9,1,2,1,6,1,4,0,0,0,0,0,0
1000,9993,32290,0,0,2,5,1,5,4,4,0,2,0,0,0,0,0,0
