parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000001101,0,1,2506,8060
000000100,2,0,18,58
000000010,3,0,0,0
000011001,1,0,2504,8061
000010000,1,0,23,63
000010101,1,2,2505,8058
000001000,1,1,5,23
000000101,17,55,2488,8005
000010001,21,61,2483,7999
000001001,4,22,2500,8039
000000000,7490,109,0,0
000100001,11,31,2492,8029
000000001,2448,7888,55,172
