parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010101,0,1,2507,8037
000010000,2,0,12,71
000000010,1,0,1,0
000000100,1,0,23,60
000000011,1,0,2504,8038
000100101,1,1,2504,8037
000000101,22,58,2483,7980
000010001,12,70,2494,7968
000001001,9,24,2495,8014
000000000,7492,125,0,0
000100001,4,28,2500,8010
000000001,2455,7856,49,182
